Frequency Output,Frequency Input,FCC Callsign,Agency/Category,Description,Alpha Tag,PL Tone,Mode,Class Station Code,Tag
129.425000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Emery Airborne,Emr/Airborne,CSQ,AM,BM,Aircraft
129.500000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Delta Radio 1,Delta Radio ,CSQ,AM,BM,Aircraft
129.575000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Central Deicing Pad Control,De-Ice Pad,CSQ,AM,BM,Business
129.700000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Signature Flight Support,Signature FS,CSQ,AM,BM,Aircraft
129.800000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways  Load Control  OCC,USAirLoadOCC,CSQ,AM,BM,Aircraft
129.925000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Continental,Continental,CSQ,AM,BM,Aircraft
130.000000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways  Maintenance,US Air Maint,CSQ,AM,BM,Aircraft
130.050000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways Ramp 1,US Air Ramp1,CSQ,AM,BM,Aircraft
130.075000,0.00000,,Philadelphia Intl Airport Airline Company Channels,American Airlines,American Air,CSQ,AM,BM,Aircraft
130.100000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways Operations,US Air Ops,CSQ,AM,BM,Aircraft
130.150000,0.00000,,Philadelphia Intl Airport Airline Company Channels,British Airways,British Air,CSQ,AM,BM,Aircraft
130.400000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Atlantic Aviation  Continental,Atlantic Avi,CSQ,AM,BM,Aircraft
130.425000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Virgin America,Virgin Am,CSQ,AM,BM,Business
130.500000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways Express,US Air Expr,CSQ,AM,BM,Aircraft
130.525000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Continental,Continental,CSQ,AM,RM,Aircraft
130.575000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways  Ramp 2,US Air Ramp2,CSQ,AM,BM,Business
130.600000,0.00000,,Philadelphia Intl Airport Airline Company Channels,First Aviation,1st Aviation,CSQ,AM,BM,Aircraft
130.825000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways,US Airways,CSQ,AM,BM,Aircraft
130.850000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways,US Airways,CSQ,AM,BM,Aircraft
130.875000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Aircan US Airways,Aircan USAir,CSQ,AM,BM,Aircraft
130.925000,0.00000,WPWI322,Philadelphia Intl Airport Airline Company Channels,US Airways Express Mesa,US Air Expr,CSQ,AM,BM,Aircraft
131.000000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways Operations,US Air Ops,CSQ,AM,BM,Aircraft
131.100000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways Express ,US Air Expr,CSQ,AM,RM,Aircraft
131.300000,0.00000,,Philadelphia Intl Airport Airline Company Channels,United Parcel Service,UPS,CSQ,AM,BM,Aircraft
131.525000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Air Jamaica,Air Jamaica,CSQ,AM,BM,Aircraft
131.600000,0.00000,,Philadelphia Intl Airport Airline Company Channels,US Airways Express,US Air Expr,CSQ,AM,BM,Aircraft
131.625000,0.00000,,Philadelphia Intl Airport Airline Company Channels,DHL,DHL,CSQ,AM,BM,Aircraft
131.850000,0.00000,WSQ8,Philadelphia Intl Airport Airline Company Channels,Delta,Delta,CSQ,AM,BM,Aircraft
131.925000,0.00000,,Philadelphia Intl Airport Airline Company Channels,FedEx,FedEx,CSQ,AM,BM,Aircraft
131.975000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Dynair,Dynair,CSQ,AM,BM,Aircraft
132.000000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Atlantic Aviation,Atlantic Avi,CSQ,AM,BM,Aircraft
132.675000,0.00000,,Philadelphia Intl Airport Air Traffic Control,Final Approach 2,Final App 2,CSQ,AM,BM,Aircraft
133.400000,0.00000,,Philadelphia Intl Airport Air Traffic Control,ATIS,ATIS,CSQ,AM,B,Aircraft
133.800000,0.00000,,Philadelphia Intl Airport Air Traffic Control,PHL,PHL,CSQ,AM,BM,Aircraft
133.875000,0.00000,,Philadelphia Intl Airport Air Traffic Control,South Arrival,S Arrival,CSQ,AM,BM,Aircraft
135.100000,0.00000,,Philadelphia Intl Airport Air Traffic Control,Tower 2,Tower 2,CSQ,AM,BM,Aircraft
135.875000,0.00000,,Businesses TV News Stations,News Helo AirAir,News A-A875,,AM,M,Aircraft
135.925000,0.00000,,Philadelphia Intl Airport Air Traffic Control,ILS 26,ILS 26,CSQ,AM,BM,Aircraft
135.975000,0.00000,,Businesses TV News Stations,News Helo AirAir Scene Coordination,News Air-Air,,AM,M,Aircraft
136.500000,0.00000,,Philadelphia Intl Airport Airline Company Channels,Atlantic Coast United Express,Atlant Coast,CSQ,AM,BM,Aircraft
145.270000,144.67000,W3PVI,2Meters,WPVI Channel 6 Amateur Radio Club Roxborough,W3PVI/R,131.8 PL,FM,RM,Ham
146.685000,146.08500,WM3PEN,2Meters,Holmesburg Amateur Radio Club CenterCity,WM3PEN,146.2 PL,FM,RM,Ham
147.030000,147.63000,W3QV,2Meters,PhilMont Mobile Radio Club Roxborough,W3QV,91.5 PL,FM,RM,Ham
150.867500,0.00000, ,  Sunshine Communications Roxborough,Site 001 Primary,,,LTR,,TRS
151.520000,0.00000,,Businesses Taxi Companies,All City Taxi  Dispatch,All CityTaxi,CSQ,FM,BM,Transportation
151.542500,0.00000, ,  Sunshine Communications Roxborough,Site 001 Primary,,,LTR,,TRS
151.895000,0.00000,,Sports StadiumsArenas Citizens Bank Park,Scoreboard,Scoreboard,,FM,M,Business
151.985000,0.00000, ,  Sunshine Communications Roxborough,Site 001 Primary,,,LTR,,TRS
152.285000,0.00000, ,  Sunshine Communications Roxborough,Site 001 Primary,,,LTR,,TRS
152.315000,0.00000,WQGL692,Businesses The Franklin Institute,Operations 1,FI Ops 1,CC 10|TG 1|SL 2,DMR,RM,Business
152.315000,0.00000,WQGL692,Businesses The Franklin Institute,Operations 2,FI Ops 2,CC 10|TG 1|SL 1,DMR,RM,Business
152.330000,157.59000,,Businesses Taxi Companies,Walsh Cab Company poss dispatches for Yellow Cab,Walsh Cab,71.9 PL,FM,RM,Transportation
152.345000,0.00000, ,  Sunshine Communications Center City,Site 001 Primary,,,LTR,,TRS
152.390000,0.00000, ,  Sunshine Communications Center City,Site 001 Primary,,,LTR,,TRS
152.435000,0.00000, ,  Sunshine Communications Roxborough,Site 001 Primary,,,LTR,,TRS
153.072500,0.00000, ,  Sunshine Communications Roxborough,Site 001 Primary,,,LTR,,TRS
154.482500,0.00000, ,  Sunshine Communications Roxborough,Site 001 Primary,,,LTR,,TRS
154.497500,0.00000, ,  Sunshine Communications Roxborough,Site 001 Primary,,,LTR,,TRS
154.570000,0.00000,,Police Department,Police Explorers,PPD Explorer,67.0 PL,FM,M,Law Talk
154.570000,0.00000,,Businesses The Franklin Institute,The Franklin Institute,FranklinInst,100.0 PL,FM,M,Deprecated
154.570000,0.00000,,Sports StadiumsArenas Wells Fargo Center,Wireless Headsets for Game Operations,Wireless,,FM,M,Business
154.600000,0.00000,,Businesses The Franklin Institute,The Franklin Institute,FranklinInst,100.0 PL,FM,M,Deprecated
158.775000,0.00000,KLS497,City Services,Water Department  Sewage Treatment Plant Internal Ops,Sewage Plant,203.5 PL,FM,BM,Public Works
158.775000,153.87500,WQCP395,City Services,Family Court Security,Fam Crt Sec,146.2 PL,FM,RM,Public Works
161.640000,0.00000,KJV904,Businesses TV News Stations,WPVI ABC 6  News Cars,WPVI Cars,CSQ,FM,BM,Media
161.670000,0.00000,WPQG595,Businesses Radio Stations,WDASFM Radio Remotes,WDAS Remotes,71.9 PL,FM,BM,Media
166.250000,158.95500,WQKJ415,Fire Department,EMS InterAgency Operations,PFD EMS I/O,83B NAC,P25,RM,Interop
166.287500,0.00000,,Philadelphia Intl Airport Federal,TSA,TSA,001 NAC,P25,RM,Federal
166.287500,0.00000,,Philadelphia Intl Airport Federal,TSA,TSA,003 NAC,P25,RM,Federal
171.762500,0.00000,,Philadelphia Intl Airport Federal,TSA  low power personal radios voice inversion,TSA,131.8 PL,FMN,M,Federal
172.900000,0.00000,,Philadelphia Intl Airport Federal,TSA  Coordination Center,TSA,001 NAC,P25,RM,Federal
177.800000,0.00000,,Sports StadiumsArenas Wells Fargo Center,Wireless Headsets for Game Operations,Wireless,,FM,M,Deprecated
183.730000,0.00000,,Sports StadiumsArenas Wells Fargo Center,Wireless Headsets for Game Operations,Wireless,,FM,M,Deprecated
224.800000,223.20000,K3TU,123CM,Temple University Amateur Radio Club North Philadelphia,K3TU/R,CSQ,FM,RM,Ham
263.125000,0.00000,,Philadelphia Intl Airport Air Traffic Control,ApproachDeparture,Approach/Dep,CSQ,AM,BM,Aircraft
269.250000,0.00000,,Philadelphia Intl Airport Air Traffic Control,Departure  South,Departure S,CSQ,AM,BM,Aircraft
291.700000,0.00000,,Philadelphia Intl Airport Air Traffic Control,Approach  NE,Approach NE,CSQ,AM,BM,Aircraft
317.550000,0.00000,,Philadelphia Intl Airport Air Traffic Control,Approach  South,Approach S,CSQ,AM,BM,Aircraft
320.100000,0.00000,,Philadelphia Intl Airport Air Traffic Control,Departure  North,Departure N,CSQ,AM,BM,Aircraft
323.100000,0.00000,,Philadelphia Intl Airport Air Traffic Control,SE,SE,CSQ,AM,BM,Aircraft
327.050000,0.00000,,Philadelphia Intl Airport Air Traffic Control,Tower 1,Tower 1,CSQ,AM,BM,Aircraft
348.600000,0.00000,,Philadelphia Intl Airport Air Traffic Control,Ground Control 1,Grnd Cntrl 1,CSQ,AM,BM,Aircraft
348.600000,0.00000,,Philadelphia Intl Airport Air Traffic Control,Clearance Delivery,Clear/Deliv,CSQ,AM,BM,Aircraft
363.125000,0.00000,,Philadelphia Intl Airport Air Traffic Control,Approach  NW,Approach NW,CSQ,AM,BM,Aircraft
386.212500,0.00000, ,  United States Department of Defense 14C,Site 089 Naval Support Activity Philadelphia,,,Project 25,,TRS
386.362500,0.00000, ,  United States Department of Defense 14C,Site 095 Philadelphia Navy Shipyard,,,Project 25,,TRS
386.512500,0.00000, ,  United States Department of Defense 14C,Site 089 Naval Support Activity Philadelphia,,,Project 25,,TRS
386.662500,0.00000, ,  United States Department of Defense 14C,Site 089 Naval Support Activity Philadelphia,,,Project 25,,TRS
386.812500,0.00000, ,  United States Department of Defense 14C,Site 095 Philadelphia Navy Shipyard,,,Project 25,,TRS
386.962500,0.00000, ,  United States Department of Defense 14C,Site 095 Philadelphia Navy Shipyard,,,Project 25,,TRS
406.812500,0.00000, ,  Federal Detention Center Philadelphia,Site 001 Primary,,,Project 25,,TRS
408.250000,0.00000, ,  Federal Detention Center Philadelphia,Site 001 Primary,,,Project 25,,TRS
441.700000,446.70000,W3WAN,70CM,WideArea AllStar Linked Repeater CenterCity,W3WAN/R,74.4 PL,FM,RM,Ham
442.550000,447.55000,W3SBE,70CM,Philadelphia Broadcast Engineers Amateur Radio Club Roxborough,W3SBE/R,91.5 PL,FM,RM,Ham
444.800000,449.80000,W3QV,70CM,PhilMont Mobile Radio Club Roxborough,W3QV/R YSF,,YSF,RM,Ham
444.800000,449.80000,W3QV,70CM,PhilMont Mobile Radio Club Roxborough,W3QV/R,186.2 PL,FM,RM,Ham
449.775000,444.77500,WB0CPR,70CM,General Use Repeater Frankford,WB0CPR/R,141.3 PL,FM,RM,Ham
450.187500,0.00000,KPG670,Businesses TV News Stations,KYW CBS 3  Chopper 3 Secondary,Chopper 3,107.2 PL,FM,BM,Media
450.287500,0.00000,KPH640,Businesses TV News Stations,WTXF Fox  29  SkyFox   Ground Units,SkyFox 29,151.4 PL,FM,RM,Media
450.387500,0.00000,KB96736,Businesses TV News Stations,WTXF Fox 29,Fox 29,,FM,M,Media
450.550000,455.55000,KVK604,Businesses TV News Stations,KYW CBS 3  Chopper 3 Primary,Chopper 3,107.2 PL,FM,RM,Media
450.850000,455.85000,KPH252,Businesses Traffic Reporting Services,Metro Networks Shadow Traffic,Metro Shadow,97.4 PL,FM,RM,Media
451.362500,456.36250,WQDL307,Sports StadiumsArenas Wells Fargo Center,Information Technology Department,IT Dept,,DMR,RM,Business
451.387500,456.38750,WQUI668,Businesses Philadelphia Zoo,Aramark Food Services,PhlZooAramrk,371 DPL,FMN,RM,Business
451.400000,0.00000,WQDY324,Businesses Calvary Chapel of Philadelphia,Channel 1,CCOP-CH 1,210.7 PL,FMN,M,Business
451.512500,456.51250,WQBQ282,Saint Joseph University,Security 1,St. Joe U 1,CC 3|TG 500|SL 1,DMR,RM,Security
451.637500,456.63750,WQQN643,Philadelphia Intl Airport Airline Ground Operations,JetBlue Airways,JBU,1 RAN,NXDN,RM,Business
451.650000,0.00000, ,  American Eagle PHL,Site 001 Confirmed LCN,,,DMR,,TRS
451.662500,456.66250,,Sports StadiumsArenas Wells Fargo Center,Arenavision techs F2,AV Techs 2,,DMR,RM,Business
451.700000,0.00000, ,  Commpaths LLC,Site 002 Site 2 Center City,,,LTR,,TRS
451.875000,0.00000, ,  MidAtlantic Digital Radio Network,Site 018 Philadelphia,,,DMR,,TRS
451.887500,456.88750,WQGB543,University of Pennsylvania,University City District  Escorts  Security,U.C.D. Ops,723 DPL,FMN,RM,Security
451.962500,456.96250,WQAT722,Philadelphia Intl Airport Airport Services,SmartPark,SmartPark,703 DPL,FMN,RM,Business
451.975000,0.00000,WQDY324,Businesses Calvary Chapel of Philadelphia,Channel 4,CCOP-CH 4,225.7 PL,FMN,M,Business
452.012500,457.01250,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 1  Command Center,Command Ctr,311 DPL,FM,RM,Business
452.062500,0.00000, ,  United Parcel Service PHL,Site 001 Confirmed LCN,,,DMR,,TRS
452.100000,0.00000, ,  Commpaths LLC,Site 001 Site 1 Roxborough,,,LTR,,TRS
452.175000,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 11  Media relationsPublic Relations,Public Relat,,FM,M,Business
452.200000,0.00000, ,  Commpaths LLC,Site 002 Site 2 Center City,,,LTR,,TRS
452.225000,0.00000,WQDY324,Businesses Calvary Chapel of Philadelphia,Channel 5,CCOP-CH 5,233.6 PL,FMN,M,Business
452.250000,0.00000, ,  Commpaths LLC,Site 001 Site 1 Roxborough,,,LTR,,TRS
452.300000,0.00000, ,  Commpaths LLC,Site 001 Site 1 Roxborough,,,LTR,,TRS
452.387500,0.00000, ,  Commpaths LLC,Site 002 Site 2 Center City,,,LTR,,TRS
452.400000,457.40000,WPCE473,Businesses Taxi Companies,Medallion Radio Cab  Taxi Dispatch primarily for Germantown Cab,MedallionCab,71.9 PL,FM,RM,Transportation
452.450000,0.00000, ,  Commpaths LLC,Site 001 Site 1 Roxborough,,,LTR,,TRS
452.500000,0.00000, ,  Commpaths LLC,Site 001 Site 1 Roxborough,,,LTR,,TRS
452.562500,0.00000, ,  MidAtlantic Digital Radio Network,Site 018 Philadelphia,,,DMR,,TRS
452.625000,457.62500,,Businesses Medical  Hospitals,Hahnemann University Hospital  Security,HUH Security,734 DPL,FM,RM,Security
452.737500,0.00000, ,  Commpaths LLC,Site 002 Site 2 Center City,,,LTR,,TRS
452.775000,0.00000, ,  American Eagle PHL,Site 001 Confirmed LCN,,,DMR,,TRS
452.787500,457.78750,WQDL307,Sports StadiumsArenas Wells Fargo Center,Parking Ch 1,Parking 1,,Telm,RM,Business
452.800000,0.00000, ,  Commpaths LLC,Site 001 Site 1 Roxborough,,,LTR,,TRS
452.850000,457.85000,WPQC349,Town Watch,West Frankford,WFrankfrd TW,71.9 PL,FMN,RM,Security
452.875000,0.00000, ,  American Eagle PHL,Site 001 Confirmed LCN,,,DMR,,TRS
453.012500,458.01250,WQLR715,University of Pennsylvania,Housing and Conference,UPenn Ops,CC 10|TG 101|SL 2,DMR,RM,Schools
453.250000,458.25000,WQCG318,City Services,Prisons  Transportation,Prisons Trns,91.5 PL,FM,RM,Corrections
453.350000,458.35000,WQCF247,City Services,Free Library of Philadelphia Maintenance and Security,Library Ops,136.5 PL,FM,RM,Public Works
453.400000,458.40000,WQCG318,City Services,Prisons  Maintenance,Prisons Mnt,103.5 PL,FM,RM,Corrections
453.725000,458.72500,KGF991,City Services,Public Property Band,Public Prop,91.5 PL,FM,RM,Public Works
453.775000,458.77500,KGF991,City Services,Health Band  Sanitation Units and Health Dept,Sanit/Health,91.5 PL,FM,RM,Public Works
453.850000,458.85000,KNDN543,Philadelphia Intl Airport Airport Operations,Maintenance,Maintenance,,FM,RM,Public Works
453.925000,458.92500,KGF991,City Services,Streets Band,Streets,91.5 PL,FM,RM,Public Works
454.018750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.031250,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.043750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.118750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.143750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.168750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.218750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.231250,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.256250,0.00000, ,  MidAtlantic Digital Radio Network,Site 018 Philadelphia,,,DMR,,TRS
454.275000,0.00000, ,  MidAtlantic Digital Radio Network,Site 018 Philadelphia,,,DMR,,TRS
454.293750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.318750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.343750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.368750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.381250,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.400000,0.00000, ,  Homan Communications,Site 003 Center City,,,NXDN,,TRS
454.425000,0.00000, ,  Homan Communications,Site 003 Center City,,,NXDN,,TRS
454.475000,0.00000, ,  Homan Communications,Site 003 Center City,,,NXDN,,TRS
454.500000,0.00000, ,  Homan Communications Philadelphia,Site 001 Confirmed LCN,,,LTR,,TRS
454.500000,0.00000, ,  Homan Communications,Site 003 Center City,,,NXDN,,TRS
454.575000,0.00000, ,  Homan Communications Philadelphia,Site 001 Confirmed LCN,,,LTR,,TRS
454.575000,0.00000, ,  Homan Communications,Site 003 Center City,,,NXDN,,TRS
454.600000,0.00000, ,  Homan Communications Philadelphia,Site 001 Confirmed LCN,,,LTR,,TRS
454.618750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
454.643750,0.00000, ,  OneVoice Network,Site 028 Philadelphia,,,DMR,,TRS
455.050000,0.00000,KEH242,Businesses TV News Stations,WCAU NBC 10  Chopper 10 Primary,Chopper 10,114.8 PL,FM,BM,Media
455.087500,0.00000,KPK520,Businesses TV News Stations,WPVI ABC 6  Chopper 6,Chopper 6,156.7 PL,FM,BM,Media
455.150000,0.00000,KEH242,Businesses TV News Stations,WCAU NBC 10  Chopper 10 Secondary,Chopper 10,114.8 PL,FM,BM,Media
455.212500,0.00000,WQAA818,Businesses TV News Stations,WCAU NBC 10  IFB Feed and Control,WCAU IFB,103.5 PL,FM,BM,Media
455.237500,0.00000,KPK520,Businesses TV News Stations,WPVI ABC 6  IFB Feed and Control,WPVI IFB,156.7 PL,FM,BM,Media
455.512500,0.00000,WQA948,Businesses TV News Stations,WCAU NBC 10  IFB Feed and Talent,WCAU IFB,141.3 PL,FM,BM,Media
455.725000,450.72500,,Businesses TV News Stations,WPVI ABC 6  Chopper 6 Primary New,Chopper 6,156.7 PL,FM,RM,Media
456.900000,0.00000,WQGP939,Sports StadiumsArenas Citizens Bank Park,Aramark Beer Cooler  Supply,Beer Cooler,506 DPL,FM,M,Business
456.975000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 3  Medical,Medical,,DMR,M,EMS-Talk
457.175000,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 12  Corporate sales,Corp Sales,,FM,M,Business
457.800000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 4  Aramark Food Service Management,FoodSvc Mgmt,506 DPL,FMN,M,Business
460.150000,465.15000,WQCG318,City Services,Prisons  Operations,Prisons Ops,91.5 PL,FM,RM,Corrections
460.400000,465.40000,WQBY672,Temple University,Police Dispatch  Operations,TempleU PD,CC 1|TG *|SL *,DMR,RM,Law Dispatch
460.650000,0.00000,,Philadelphia Intl Airport Airport Operations,Airport Ground Operations United Airlines,Airport Ops,110.9 PL,FM,RM,Public Works
460.700000,465.70000,WQCV321,Philadelphia Intl Airport Airline Ground Operations,British Airways  Ground Support,BAW,123.0 PL,FM,RM,Business
460.725000,465.72500,KBO745,Philadelphia Intl Airport Airline Ground Operations,United Airlines,UAL,,DMR,RM,Business
460.750000,0.00000,WPZX863 ,Philadelphia Intl Airport Airline Ground Operations,Southwest Airlines,SWA,023 DPL,FMN,M,Business
460.775000,465.77500,KXK923,Philadelphia Intl Airport Airline Ground Operations,American Airlines,AAL,114.8 PL,FMN,BM,Business
460.850000,0.00000, ,  American Eagle PHL,Site 001 Confirmed LCN,,,DMR,,TRS
460.875000,465.87500,WPCV305,Philadelphia Intl Airport Airline Ground Operations,Delta Airlines,DAL,127.3 PL,FMN,RM,Business
461.050000,466.05000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 5  Global Spectrum Slot 1 Group 14,GlobalSpctrm,CC 1|TG *|SL *,DMR,RM,Business
461.075000,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 9  Scoreboard,Scoreboard,,FM,M,Business
461.125000,466.12500,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 2  Housekeeping,Housekeeping,172 DPL,FM,RM,Business
461.137500,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Security Ch 4  Auxiliary,Security 4,,FM,M,Security
461.175000,466.17500,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 6  ARA Custodians Slot 1 Group 15,Custodial,CC 1|TG *|SL *,DMR,RM,Business
461.200000,466.20000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 17  Aramark Food Service,Food Service,146.2 PL,FM,RM,Business
461.237500,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Security Ch 1  Simplex,Security 1,,FM,M,Security
461.387500,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Security Ch 2  Command Post Simplex,Security 2,,FM,M,Security
461.387500,466.38750,,Sports StadiumsArenas Wells Fargo Center,Aramark Food Service,Food Service,,DMR,RM,Business
461.425000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 7  Promo  Entertainment,Entertainmnt,,DMR,M,Business
461.437500,0.00000, ,  Sugarhouse Casino,Site 001 Site 1,,,NXDN,,TRS
461.450000,466.45000,WPRA353,Town Watch,Wissinoming,Wissinom TW,203.5 PL,FM,RM,Security
461.475000,466.47500,WNYM895,University of Pennsylvania,Escorts and Security Operations,UPenn Sec.,143 DPL,FMN,RM,Security
461.475000,466.47500,WPIG588,Town Watch,Citywide Townwatch Operations,Townwatch 1,,FMN,RM,Security
461.512500,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Aramark Food Service  Suite Level,Food Service,,DMR,BM,Business
461.525000,0.00000, ,  MidAtlantic Digital Radio Network,Site 018 Philadelphia,,,DMR,,TRS
